line_id,seq,longitude,latitude,stream_order,render_class
WTR-FLOW-152143944-0,0,-83.9022929142285,41.59954166922677,3.0,real_flowline
WTR-FLOW-152143944-0,1,-83.90227091358886,41.599497801729754,3.0,real_flowline
WTR-FLOW-152143944-0,2,-83.90220518026625,41.59939906918708,3.0,real_flowline
WTR-FLOW-152143944-0,3,-83.90214677989131,41.59932766929194,3.0,real_flowline
WTR-FLOW-152143944-0,4,-83.90208831393937,41.599272802153514,3.0,real_flowline
WTR-FLOW-152143944-0,5,-83.90204451388276,41.5992342689711,3.0,real_flowline
WTR-FLOW-152143944-0,6,-83.90196397991754,41.59920140211863,3.0,real_flowline
WTR-FLOW-152143944-0,7,-83.9017375802114,41.599135601858514,3.0,real_flowline
WTR-FLOW-152143944-0,8,-83.90142317974343,41.599053202138464,3.0,real_flowline
WTR-FLOW-152143944-0,9,-83.90135017994851,41.59903660206961,3.0,real_flowline
WTR-FLOW-152143944-0,10,-83.90121131388031,41.59898180186062,3.0,real_flowline
WTR-FLOW-152143944-0,11,-83.90104317980185,41.598899401944244,3.0,real_flowline
WTR-FLOW-152143944-0,12,-83.90097738000391,41.59886646908773,3.0,real_flowline
WTR-FLOW-152143944-0,13,-83.90089697988768,41.59882260180353,3.0,real_flowline
WTR-FLOW-152143944-0,14,-83.90083851393572,41.59878420203478,3.0,real_flowline
WTR-FLOW-152143944-0,15,-83.90076551414079,41.5987128021311,3.0,real_flowline
WTR-FLOW-152143944-0,16,-83.90067051370623,41.59860846916032,3.0,real_flowline
WTR-FLOW-152143944-0,17,-83.90062678012494,41.598553602082184,3.0,real_flowline
WTR-FLOW-152143944-0,18,-83.90050251437505,41.59840546913548,3.0,real_flowline
WTR-FLOW-152143944-0,19,-83.90028338024297,41.59811446896237,3.0,real_flowline
WTR-FLOW-152143944-0,20,-83.90020311397569,41.597966402185726,3.0,real_flowline
WTR-FLOW-152143944-0,21,-83.90013731417777,41.59781820205666,3.0,real_flowline
WTR-FLOW-152143944-0,22,-83.90007891380283,41.59767000225907,3.0,real_flowline
WTR-FLOW-152143944-0,23,-83.90003511374621,41.59752740211444,3.0,real_flowline
WTR-FLOW-152143944-0,24,-83.89997671426958,41.59735726918468,3.0,real_flowline
WTR-FLOW-152143944-0,25,-83.89992571421595,41.59726940220809,3.0,real_flowline
WTR-FLOW-152143944-0,26,-83.89988911415634,41.59717606877441,3.0,real_flowline
WTR-FLOW-152143944-0,27,-83.8998233143584,41.59705540212818,3.0,real_flowline
WTR-FLOW-152143944-0,28,-83.89977217955749,41.59695120217963,3.0,real_flowline
WTR-FLOW-152143944-0,29,-83.89973577982218,41.59689080216721,3.0,real_flowline
WTR-FLOW-152143944-0,30,-83.89970651360854,41.59685240192084,3.0,real_flowline
WTR-FLOW-152143944-0,31,-83.89965537970593,41.59681400232343,3.0,real_flowline
WTR-FLOW-152143944-0,32,-83.89955311369737,41.596753602182616,3.0,real_flowline
WTR-FLOW-152143944-0,33,-83.89942877967552,41.596704068905915,3.0,real_flowline
WTR-FLOW-152143944-0,34,-83.89936311372655,41.59669320198533,3.0,real_flowline
WTR-FLOW-152143944-0,35,-83.89928271361032,41.59667660198126,3.0,real_flowline
WTR-FLOW-152143944-0,36,-83.8991875802251,41.596654802293145,3.0,real_flowline
WTR-FLOW-152143944-0,37,-83.89904151415989,41.59660526894062,3.0,real_flowline
WTR-FLOW-152143944-0,38,-83.89896851436497,41.59656686919617,3.0,real_flowline
WTR-FLOW-152143944-0,39,-83.89885138034012,41.596517402283865,3.0,real_flowline
WTR-FLOW-152143944-0,40,-83.89874177958725,41.59646260195114,3.0,real_flowline
WTR-FLOW-152143944-0,41,-83.89862497973569,41.5963802021773,3.0,real_flowline
WTR-FLOW-152143944-0,42,-83.89849344661518,41.596292401722025,3.0,real_flowline
